job_id,job_title,job_category,experience_level,years_of_experience,education_required,annual_salary_usd,salary_min_usd,salary_max_usd,city,country,remote_work,company_size,industry,required_skills,ai_salary_premium_pct,demand_score,demand_growth_yoy_pct,benefits_score_10,posting_year,posting_month,is_senior,is_remote_friendly,is_llm_role,salary_tier
AIJOB1675,LLM Application Developer,AI Engineering,Mid-Level,5.1,Bachelor's,108800,94400,128700,London,United Kingdom,On-site,Enterprise (501-5000),Finance & Banking,Airflow|AutoGen|Azure|BERT|C++|FastAPI|GCP|Llama|REST APIs|TensorFlow,32.9,72.2,42.4,8.5,2026,7,0,0,1,Tier 2 (80k-140k)
AIJOB1676,Computer Vision Engineer,Computer Vision,Senior,6.3,Master's,75000,69700,84300,Hanoi,Vietnam,Hybrid,Enterprise (501-5000),E-commerce,Azure|CUDA|GPT-4|Kubernetes|Llama|Python|REST APIs|Spark,19.3,93,34.2,7.5,2025,8,1,1,0,Tier 1 (<80k)
AIJOB1677,,,,,Bachelor's,96400,85200,107700,Osaka,Japan,On-site,Startup (1-50),E-commerce,Airflow|C++|GCP|Kubernetes|REST APIs|Scikit-Learn,24.2,97.9,19.6,7.3,2026,9,0,0,1,Tier 2 (80k-140k)
AIJOB1678,,,,,Master's,147500,134400,175400,Berlin,Germany,Hybrid,Startup (1-50),Healthcare,AutoGen|Azure|C++|CUDA|Kubernetes|PyTorch|RAG|Scikit-Learn,28.5,71.2,25.5,6.4,2026,8,1,1,1,Tier 3 (140k-200k)
AIJOB1679,,,,,Bachelor's,70100,62800,75200,Pune,India,On-site,Startup (1-50),E-commerce,BERT|Git|RAG|REST APIs|Scikit-Learn|Vector Databases,34,89.5,26.3,6.9,2026,3,1,0,1,Tier 1 (<80k)
AIJOB1680,,,,,Bachelor's,360700,327600,429200,Austin,United States,On-site,Enterprise (501-5000),Telecommunications,AutoGen|C++|Docker|Git|PyTorch|REST APIs,23.1,89.1,41.3,7.8,2025,9,1,0,1,Tier 4 (>200k)
AIJOB1681,,,,,Bachelor's,54700,47200,64800,Beijing,China,Hybrid,Mid-Market (51-500),Healthcare,Airflow|Azure|C++|Docker|GCP|Git|Kubernetes|Llama|Spark|Vector Databases,13.3,82,17.8,9,2025,11,0,1,1,Tier 1 (<80k)
AIJOB1682,,,,,High School / None,47600,42600,54800,Ho Chi Minh City,Vietnam,Fully Remote,Mid-Market (51-500),Technology & SaaS,BERT|Docker|FastAPI|RAG|Spark,23.2,71.1,45.8,7.3,2026,2,0,1,1,Tier 1 (<80k)
AIJOB1683,,,,,Bachelor's,144400,133700,166000,Toronto,Canada,Fully Remote,Mid-Market (51-500),Manufacturing,AutoGen|GCP|Kubernetes|LangChain|REST APIs,29.1,96.4,21.7,7.9,2026,8,1,1,0,Tier 3 (140k-200k)
AIJOB1684,,,,,Associate's,63200,53900,72900,Hanoi,Vietnam,Hybrid,Mid-Market (51-500),E-commerce,Airflow|AutoGen|C++|GPT-4|Llama|REST APIs,24.2,86.8,17.4,8.3,2025,1,0,1,1,Tier 1 (<80k)
AIJOB1685,,,,,Bachelor's,120700,103200,144600,Singapore,Singapore,Hybrid,Mid-Market (51-500),Education,AWS|AutoGen|GPT-4|Git|REST APIs|SQL|Scikit-Learn|Vector Databases,19.6,78.5,31.1,7.9,2025,2,0,1,0,Tier 2 (80k-140k)
AIJOB1686,,,,,PhD,101500,86500,115500,Shanghai,China,Hybrid,Startup (1-50),Manufacturing,BERT|CUDA|SQL|Scikit-Learn|TensorFlow,12.5,97.3,32.1,9,2026,6,1,1,1,Tier 2 (80k-140k)
AIJOB1687,,,,,Master's,75300,64800,86600,Ho Chi Minh City,Vietnam,On-site,Big Tech (FAANG+),E-commerce,AutoGen|FastAPI|Git|Kubernetes|Llama,12.2,96,43.4,8,2025,4,1,0,0,Tier 1 (<80k)
AIJOB1688,,,,,Bachelor's,64500,58600,69800,Bengaluru,India,Fully Remote,Big Tech (FAANG+),Manufacturing,Azure|BERT|C++|LangChain|PyTorch|Python|RAG|REST APIs,13.6,76.6,22.1,7.4,2026,9,1,1,1,Tier 1 (<80k)
AIJOB1689,,,,,Master's,46100,41900,55100,Da Nang,Vietnam,Hybrid,Startup (1-50),Education,AutoGen|FastAPI|Git|LangChain|SQL|TensorFlow|Vector Databases,25.6,63,42.6,8.5,2026,1,0,1,1,Tier 1 (<80k)
AIJOB1690,Autonomous Driving Engineer,Automotive AI,Director,12.7,Bachelor's,247900,226200,293000,Manchester,United Kingdom,Fully Remote,Mid-Market (51-500),Healthcare,AWS|BERT|C++|FastAPI|GPT-4|Git|Kubernetes|Python,15.6,99,29.1,7.3,2026,2,1,1,0,Tier 4 (>200k)
AIJOB1691,Data Scientist,Data Science,Lead / Staff,11.4,Bachelor's,195000,168800,210200,Montreal,Canada,Fully Remote,Mid-Market (51-500),Healthcare,AutoGen|CUDA|FastAPI|Llama|PyTorch|Python|RAG|SQL,20.5,74.4,16.9,9.3,2025,5,1,1,0,Tier 3 (140k-200k)
AIJOB1692,AI Solutions Architect,Architecture,Lead / Staff,9.9,Bachelor's,187500,165200,202000,Munich,Germany,On-site,Big Tech (FAANG+),Technology & SaaS,AutoGen|CUDA|Docker|REST APIs|SQL,12,83.9,45.3,5.9,2026,7,1,0,1,Tier 3 (140k-200k)
AIJOB1693,AI Product Manager,Product,Senior,6.6,Master's,157300,137600,168900,Vancouver,Canada,On-site,Mid-Market (51-500),Telecommunications,Airflow|AutoGen|Docker|FastAPI|Python|SQL|Scikit-Learn|Vector Databases,21.9,64.6,45.5,8.1,2026,8,1,0,1,Tier 3 (140k-200k)
AIJOB1694,AI Agent Developer,AI Engineering,Mid-Level,4.6,Bachelor's,92900,81300,108300,Shanghai,China,Fully Remote,Mid-Market (51-500),Healthcare,AutoGen|Azure|BERT|C++|Kubernetes|LangChain|SQL|Vector Databases,16.1,81.1,34.7,8,2026,2,0,1,1,Tier 2 (80k-140k)
AIJOB1695,Autonomous Driving Engineer,Automotive AI,Senior,7.3,Bachelor's,169200,151800,197600,Montreal,Canada,Hybrid,Startup (1-50),Automotive,AutoGen|BERT|CUDA|Docker|FastAPI|LangChain|Llama|PyTorch|RAG|REST APIs,17.8,75.4,18.1,7.9,2025,1,1,1,0,Tier 3 (140k-200k)
AIJOB1696,MLOps Engineer,Machine Learning,Senior,6.2,PhD,137800,127000,155900,Osaka,Japan,Fully Remote,Enterprise (501-5000),Finance & Banking,Azure|FastAPI|GPT-4|LangChain|Python|SQL,10.4,79,15.6,6.7,2026,4,1,1,0,Tier 2 (80k-140k)
AIJOB1697,AI Product Manager,Product,Senior,6.1,Bachelor's,119000,104000,137000,Munich,,,,,,,88.3,23.1,7.8,2025,3,1,1,1,Tier 2 (80k-140k)
AIJOB1698,Generative AI Engineer,AI Engineering,Senior,7.6,Bachelor's,150200,132900,163800,Montreal,,,,,,,89.8,14.1,7.2,2026,1,1,1,1,Tier 3 (140k-200k)
AIJOB1699,Autonomous Driving Engineer,Automotive AI,Senior,8.4,Bachelor's,177300,152700,204400,Singapore,,,,,,,80.7,38.4,7.5,2025,2,1,1,0,Tier 3 (140k-200k)
AIJOB1700,Prompt Engineer,AI Engineering,Senior,6.3,Master's,176600,157500,205200,Singapore,,,,,,,68.4,17.6,6.6,2025,5,1,0,1,Tier 3 (140k-200k)
AIJOB1701,AI Agent Developer,AI Engineering,Mid-Level,5.4,Bachelor's,69500,60200,81200,Da Nang,,,,,,,76,19.7,6.5,2026,5,0,1,1,Tier 1 (<80k)
AIJOB1702,Data Scientist,Data Science,Lead / Staff,12.6,Master's,195000,180200,222500,Singapore,,,,,,,69,19.1,7.6,2026,7,1,1,0,Tier 3 (140k-200k)
AIJOB1703,Autonomous Driving Engineer,Automotive AI,Lead / Staff,8.6,Associate's,170300,156100,188700,Tokyo,,,,,,,84.9,24,8.2,2026,6,1,0,0,Tier 3 (140k-200k)
AIJOB1704,Deep Learning Specialist,AI Engineering,Mid-Level,3.9,Bachelor's,124700,113900,141100,San Francisco,,,,,,,90.1,24.4,6.5,2026,7,0,0,1,Tier 2 (80k-140k)
AIJOB1705,LLM Application Developer,AI Engineering,Senior,6.1,Bachelor's,62600,56500,72000,Hyderabad,,,,,,,86.5,34.4,7.4,2026,4,1,1,1,Tier 1 (<80k)
AIJOB1706,MLOps Engineer,Machine Learning,Senior,7.7,Bachelor's,162300,141100,187800,Osaka,,,,,,,89.6,47.5,6.2,2025,6,1,0,0,Tier 3 (140k-200k)
AIJOB1707,Machine Learning Engineer,Machine Learning,Mid-Level,3.4,Master's,114400,101100,134800,Montreal,,,,,,,85.4,40.7,7.3,2026,8,0,0,0,Tier 2 (80k-140k)
AIJOB1708,AI Research Scientist,Research,Mid-Level,4,Master's,83400,71200,92700,Tokyo,,,,,,,83,46.1,7.8,2025,11,0,0,1,Tier 2 (80k-140k)
AIJOB1709,AI Research Scientist,Research,Senior,6.3,Master's,125600,115200,142300,Hangzhou,,,,,,,69.9,20.7,7.3,2026,8,1,1,1,Tier 2 (80k-140k)
AIJOB1710,LLM Application Developer,AI Engineering,Mid-Level,3.3,Bachelor's,74300,68200,81200,Singapore,,,,,,,89.1,12.5,9.1,2026,6,0,1,1,Tier 1 (<80k)
AIJOB1711,LLM Application Developer,AI Engineering,Senior,6.7,Master's,99000,89500,112400,Da Nang,Vietnam,Hybrid,Startup (1-50),Technology & SaaS,AWS|AutoGen|C++|GPT-4|Kubernetes,34,77,47.7,6.4,2026,3,1,1,1,Tier 2 (80k-140k)
AIJOB1712,NLP Engineer,Natural Language Processing,Senior,6.8,Bachelor's,89300,76600,104300,Da Nang,Vietnam,Fully Remote,Big Tech (FAANG+),Finance & Banking,Airflow|FastAPI|Git|Llama|PyTorch|Python|RAG|SQL|Scikit-Learn|Spark,27.8,71.2,36,7.2,2025,12,1,1,1,Tier 2 (80k-140k)
AIJOB1713,Computer Vision Engineer,Computer Vision,Mid-Level,4.6,Bachelor's,46900,41300,51300,Hyderabad,India,Fully Remote,Mid-Market (51-500),Finance & Banking,FastAPI|GPT-4|Llama|PyTorch|SQL|Vector Databases,18.1,77.1,24.1,7.9,2026,1,0,1,0,Tier 1 (<80k)
AIJOB1714,Computer Vision Engineer,Computer Vision,Senior,7.5,Bachelor's,150300,137300,176700,Montreal,Canada,Fully Remote,Mid-Market (51-500),Finance & Banking,Airflow|BERT|CUDA|FastAPI|GPT-4|PyTorch|REST APIs|Scikit-Learn,24.4,58.9,26,7.2,2026,7,1,1,0,Tier 3 (140k-200k)
AIJOB1715,Deep Learning Specialist,AI Engineering,Mid-Level,2.5,Master's,124300,105700,143800,London,United Kingdom,Hybrid,Enterprise (501-5000),Education,AWS|Airflow|AutoGen|Azure|GCP|GPT-4|LangChain|Llama|REST APIs|SQL,11.3,99,12.7,7.5,2026,1,0,1,0,Tier 2 (80k-140k)
AIJOB1716,LLM Application Developer,AI Engineering,Senior,8.5,Bachelor's,153200,142300,164400,Tokyo,Japan,Hybrid,Enterprise (501-5000),Manufacturing,Airflow|CUDA|Git|SQL|Vector Databases,17.8,92.5,22.7,5.5,2025,12,1,1,1,Tier 3 (140k-200k)
AIJOB1717,Prompt Engineer,AI Engineering,Mid-Level,4.4,Master's,74000,67300,82000,Shanghai,China,Fully Remote,Enterprise (501-5000),Automotive,Docker|GPT-4|Git|Llama|Scikit-Learn|Spark,10.2,90.1,24.6,8.2,2026,4,0,1,1,Tier 1 (<80k)
AIJOB1718,AI Agent Developer,AI Engineering,Lead / Staff,10.2,Master's,247400,223500,279700,Boston,United States,Fully Remote,Mid-Market (51-500),Finance & Banking,AutoGen|BERT|Docker|GCP|Git|RAG|REST APIs|Scikit-Learn|Vector Databases,21.7,71.5,17,7.1,2025,5,1,1,1,Tier 4 (>200k)
AIJOB1719,Autonomous Driving Engineer,Automotive AI,Senior,7.7,Bachelor's,105800,94700,122600,Hangzhou,China,On-site,Mid-Market (51-500),Manufacturing,AWS|Airflow|C++|FastAPI|Llama|PyTorch|RAG|SQL,21.6,73.7,24,8.5,2026,2,1,0,1,Tier 2 (80k-140k)
AIJOB1720,AI Research Scientist,Research,Lead / Staff,8.4,Master's,113500,99900,130700,Berlin,Germany,On-site,Enterprise (501-5000),Automotive,AutoGen|Azure|Git|PyTorch|REST APIs|Spark,11.7,70.9,30.9,8.6,2025,10,1,0,1,Tier 2 (80k-140k)
AIJOB1721,AI Product Manager,Product,Lead / Staff,11.9,Bachelor's,159100,139700,175300,Beijing,China,Hybrid,Mid-Market (51-500),Telecommunications,Airflow|C++|CUDA|Docker|PyTorch|Python|REST APIs|TensorFlow|Vector Databases,10.6,81.9,31.3,6.6,2026,3,1,1,1,Tier 3 (140k-200k)
AIJOB1722,Data Scientist,Data Science,Mid-Level,3.1,Bachelor's,79900,70200,91100,Munich,Germany,Fully Remote,Enterprise (501-5000),Manufacturing,BERT|CUDA|GCP|GPT-4|Git|REST APIs|Vector Databases,23.5,79.1,16.6,8,2026,6,0,1,0,Tier 1 (<80k)
AIJOB1723,NLP Engineer,Natural Language Processing,Senior,6.6,Master's,161200,142200,175200,Boston,United States,Hybrid,Enterprise (501-5000),Healthcare,AWS|AutoGen|GPT-4|REST APIs|Spark|Vector Databases,33.8,78.5,46,6.8,2025,8,1,1,1,Tier 3 (140k-200k)
AIJOB1724,MLOps Engineer,Machine Learning,Entry-Level,1.5,Master's,106100,91400,116000,Singapore,Singapore,Hybrid,Enterprise (501-5000),E-commerce,Docker|Llama|REST APIs|SQL|TensorFlow|Vector Databases,24.8,58.8,26.9,8.1,2025,8,0,1,0,Tier 2 (80k-140k)
AIJOB1725,AI Agent Developer,AI Engineering,Senior,6.6,Bachelor's,112400,104100,126200,Singapore,Singapore,On-site,Mid-Market (51-500),Telecommunications,BERT|C++|Git|LangChain|PyTorch|SQL|Spark|TensorFlow|Vector Databases,25.7,97.8,29.7,6.9,2025,1,1,0,1,Tier 2 (80k-140k)
AIJOB1726,NLP Engineer,Natural Language Processing,Mid-Level,3.4,Bachelor's,61100,52000,70300,Da Nang,Vietnam,Hybrid,Enterprise (501-5000),Healthcare,Airflow|CUDA|GCP|PyTorch|REST APIs|SQL,10.2,85.7,32.9,7.2,2025,8,0,1,1,Tier 1 (<80k)
AIJOB1727,AI Solutions Architect,Architecture,Mid-Level,4.2,Bachelor's,46700,41200,53900,Hyderabad,India,Fully Remote,Startup (1-50),Telecommunications,AWS|CUDA|Git|Kubernetes|LangChain|PyTorch|REST APIs|SQL|Spark,18.8,78,39.7,6.1,2026,8,0,1,1,Tier 1 (<80k)
AIJOB1728,LLM Application Developer,AI Engineering,Director,11.4,Bachelor's,131200,121600,150300,Bengaluru,India,On-site,Enterprise (501-5000),Telecommunications,Airflow|Kubernetes|Llama|RAG|REST APIs|SQL|Scikit-Learn,29.2,85.9,17.4,6,2026,1,1,0,1,Tier 2 (80k-140k)
AIJOB1729,Machine Learning Engineer,Machine Learning,Senior,8.2,Master's,179200,165900,201600,New York,United States,Hybrid,Big Tech (FAANG+),E-commerce,Azure|C++|CUDA|FastAPI|GCP|Git|Kubernetes|Llama|Python|SQL,20.7,89.8,24.5,8.6,2026,5,1,1,0,Tier 3 (140k-200k)
AIJOB1730,Data Scientist,Data Science,Senior,8.7,Associate's,114400,98700,127600,Montreal,Canada,Fully Remote,Startup (1-50),Technology & SaaS,AWS|Airflow|C++|CUDA|Docker|GPT-4|PyTorch|SQL|TensorFlow,33.4,76.7,45.8,4.8,2025,1,1,1,0,Tier 2 (80k-140k)
AIJOB1731,Prompt Engineer,AI Engineering,Senior,6.6,Master's,195500,168000,234400,Austin,United States,Fully Remote,Enterprise (501-5000),Finance & Banking,AWS|Azure|C++|CUDA|FastAPI|PyTorch|Python|TensorFlow|Vector Databases,11.3,96.8,42.7,4.7,2026,8,1,1,1,Tier 3 (140k-200k)
AIJOB1732,AI Product Manager,Product,Senior,7.1,Bachelor's,123500,109200,135600,Tokyo,Japan,On-site,Startup (1-50),Technology & SaaS,AutoGen|GPT-4|Kubernetes|Llama|PyTorch|Spark,25,73.3,33.9,8.9,2026,4,1,0,1,Tier 2 (80k-140k)
AIJOB1733,Data Scientist,Data Science,Lead / Staff,8.4,Bachelor's,198400,177500,235700,Vancouver,Canada,Fully Remote,Mid-Market (51-500),Manufacturing,C++|Kubernetes|LangChain|PyTorch|REST APIs,17.1,78.2,18.1,7,2025,11,1,1,1,Tier 3 (140k-200k)
AIJOB1734,Autonomous Driving Engineer,Automotive AI,Director,13.1,Master's,234500,201500,263800,Toronto,Canada,Hybrid,Mid-Market (51-500),Technology & SaaS,AWS|Azure|GCP|GPT-4|Python|REST APIs|Spark,11.8,79.9,17.9,9,2025,9,1,1,0,Tier 4 (>200k)
AIJOB1735,Autonomous Driving Engineer,Automotive AI,Entry-Level,1.3,Master's,74500,66400,86200,San Francisco,United States,On-site,Mid-Market (51-500),Finance & Banking,Airflow|C++|Git|LangChain|Spark,27.8,90.1,16.8,6.9,2026,3,0,0,0,Tier 1 (<80k)
AIJOB1736,AI Agent Developer,AI Engineering,Senior,7.8,Bachelor's,153000,132100,164700,Manchester,United Kingdom,Fully Remote,Mid-Market (51-500),Automotive,AWS|BERT|GCP|RAG|Vector Databases,19.7,93.8,45.5,6,2026,5,1,1,1,Tier 3 (140k-200k)
AIJOB1737,MLOps Engineer,Machine Learning,Lead / Staff,12.9,Associate's,228600,205100,245800,Singapore,Singapore,Hybrid,Big Tech (FAANG+),Manufacturing,Azure|CUDA|Docker|Kubernetes|PyTorch|SQL|Scikit-Learn|TensorFlow,23.6,64.4,21.5,8.5,2026,3,1,1,0,Tier 4 (>200k)
AIJOB1738,Machine Learning Engineer,Machine Learning,Senior,5.9,Bachelor's,175800,161900,205400,New York,United States,Hybrid,Mid-Market (51-500),Telecommunications,AWS|BERT|C++|CUDA|FastAPI|GCP|Git|Kubernetes|Python|Spark,22.5,81.3,33.7,9,2026,9,1,1,0,Tier 3 (140k-200k)
AIJOB1739,AI Research Scientist,Research,Entry-Level,0.7,Bachelor's,54400,48800,60500,Ho Chi Minh City,Vietnam,Hybrid,Mid-Market (51-500),Automotive,Airflow|FastAPI|GPT-4|Llama|Spark,34.6,78.1,35.8,7.1,2026,7,0,1,1,Tier 1 (<80k)
AIJOB1740,Prompt Engineer,AI Engineering,Senior,7.4,Bachelor's,155600,143200,175800,London,United Kingdom,Fully Remote,Enterprise (501-5000),E-commerce,AWS|Kubernetes|Python|REST APIs|SQL|Vector Databases,18.8,89.7,13.9,7.7,2025,4,1,1,1,Tier 3 (140k-200k)
AIJOB1741,MLOps Engineer,Machine Learning,Senior,7.8,Bachelor's,207900,190300,237300,San Francisco,United States,Fully Remote,Enterprise (501-5000),Automotive,AWS|Airflow|BERT|GCP|REST APIs|Scikit-Learn|Spark|Vector Databases,15.8,61.9,21.9,7.5,2026,8,1,1,0,Tier 4 (>200k)
AIJOB1742,Machine Learning Engineer,Machine Learning,Mid-Level,4.7,Associate's,154300,132800,169500,San Francisco,United States,Fully Remote,Mid-Market (51-500),Healthcare,GCP|LangChain|PyTorch|REST APIs|Spark,16.8,62.5,31.4,6.7,2026,6,0,1,0,Tier 3 (140k-200k)
AIJOB1743,AI Product Manager,Product,Lead / Staff,8.2,PhD,174500,149200,194600,Osaka,Japan,On-site,Startup (1-50),Manufacturing,Azure|FastAPI|GPT-4|Kubernetes|LangChain|PyTorch|SQL|TensorFlow|Vector Databases,22.8,81.2,14.2,8.5,2026,8,1,0,1,Tier 3 (140k-200k)
AIJOB1744,NLP Engineer,Natural Language Processing,Lead / Staff,8,Master's,219900,203000,240200,Singapore,Singapore,On-site,Enterprise (501-5000),Technology & SaaS,AWS|Airflow|Azure|FastAPI|GCP|LangChain|Vector Databases,12.6,97.2,18.7,8.3,2026,9,1,0,1,Tier 4 (>200k)
AIJOB1745,Machine Learning Engineer,Machine Learning,Senior,7.7,Master's,139400,119900,152300,Frankfurt,Germany,On-site,Startup (1-50),E-commerce,Airflow|AutoGen|C++|CUDA|GCP|Vector Databases,23.6,99,20.7,7.5,2025,9,1,0,1,Tier 2 (80k-140k)
AIJOB1746,Autonomous Driving Engineer,Automotive AI,Mid-Level,2.8,Bachelor's,115800,101700,136400,Manchester,United Kingdom,Hybrid,Enterprise (501-5000),Automotive,AWS|C++|CUDA|Kubernetes|PyTorch|Python|REST APIs|Spark,27.3,79.4,17.9,6.9,2026,3,0,1,0,Tier 2 (80k-140k)
AIJOB1747,MLOps Engineer,Machine Learning,Mid-Level,4.8,PhD,113200,103000,124400,Singapore,Singapore,Fully Remote,Enterprise (501-5000),Automotive,Airflow|Docker|FastAPI|GCP|GPT-4|Kubernetes|LangChain|Python|REST APIs|TensorFlow,18.9,69.6,36.2,7.4,2026,8,0,1,1,Tier 2 (80k-140k)
AIJOB1748,MLOps Engineer,Machine Learning,Senior,8.4,Bachelor's,70900,60800,78800,Ho Chi Minh City,Vietnam,Hybrid,Mid-Market (51-500),Technology & SaaS,AWS|Airflow|AutoGen|FastAPI|GPT-4|Kubernetes|Llama|PyTorch|REST APIs|SQL,12.7,65.3,33.3,7.7,2026,9,1,1,0,Tier 1 (<80k)
AIJOB1749,Prompt Engineer,AI Engineering,Mid-Level,5.2,Bachelor's,50300,43800,55900,Hanoi,Vietnam,On-site,Startup (1-50),Healthcare,AWS|Azure|C++|GPT-4|Kubernetes|PyTorch,22.5,78.5,17.2,9.7,2026,7,0,0,1,Tier 1 (<80k)
AIJOB1750,AI Product Manager,Product,Mid-Level,3.5,Master's,116500,103300,127000,Singapore,Singapore,Fully Remote,Big Tech (FAANG+),Finance & Banking,AWS|CUDA|GCP|Python|Vector Databases,11.4,90.1,47.7,9.8,2026,7,0,1,1,Tier 2 (80k-140k)
AIJOB1751,Computer Vision Engineer,Computer Vision,Senior,8.7,Bachelor's,78100,71000,92500,Hanoi,Vietnam,Fully Remote,Startup (1-50),Technology & SaaS,AWS|AutoGen|FastAPI|GPT-4|Git|PyTorch|RAG|Spark|TensorFlow,11.1,73.5,34.3,7.7,2025,11,1,1,1,Tier 1 (<80k)
AIJOB1752,Prompt Engineer,AI Engineering,Senior,6.6,PhD,111300,102700,125700,Frankfurt,Germany,On-site,Enterprise (501-5000),Manufacturing,BERT|C++|CUDA|Docker|FastAPI|Git|Llama|Scikit-Learn|Vector Databases,11.4,82.7,42.2,6,2026,9,1,0,1,Tier 2 (80k-140k)
AIJOB1753,Deep Learning Specialist,AI Engineering,Senior,8.7,Master's,175300,158300,195400,Frankfurt,Germany,Fully Remote,Enterprise (501-5000),Finance & Banking,AWS|Azure|C++|GCP|LangChain|PyTorch|REST APIs|SQL,22.2,99,26.8,7.6,2026,2,1,1,0,Tier 3 (140k-200k)
AIJOB1754,NLP Engineer,Natural Language Processing,Mid-Level,2.6,Bachelor's,172500,156500,192600,New York,United States,On-site,Enterprise (501-5000),Healthcare,Airflow|Azure|CUDA|Git|RAG|REST APIs,22.1,80.2,15.8,7.9,2026,7,0,0,1,Tier 3 (140k-200k)
AIJOB1755,Computer Vision Engineer,Computer Vision,Mid-Level,3.8,Master's,124800,113800,143700,Munich,Germany,Fully Remote,Enterprise (501-5000),Healthcare,BERT|C++|CUDA|FastAPI|GPT-4,27.1,77.6,17.8,7.5,2026,1,0,1,0,Tier 2 (80k-140k)
AIJOB1756,LLM Application Developer,AI Engineering,Mid-Level,5.4,Bachelor's,103400,88900,120200,Shanghai,China,Fully Remote,Enterprise (501-5000),Automotive,BERT|CUDA|GPT-4|Kubernetes|Python,11.8,91.7,36.8,7.4,2025,12,0,1,1,Tier 2 (80k-140k)
AIJOB1757,Autonomous Driving Engineer,Automotive AI,Senior,5.5,Associate's,54200,46500,62200,Pune,India,Fully Remote,Enterprise (501-5000),Finance & Banking,AWS|Azure|BERT|FastAPI|GCP|GPT-4|RAG|TensorFlow|Vector Databases,13.6,66.3,39.4,8.5,2026,6,1,1,0,Tier 1 (<80k)
AIJOB1758,AI Solutions Architect,Architecture,Director,13.5,Master's,302500,266200,344100,Singapore,Singapore,Fully Remote,Startup (1-50),Finance & Banking,AWS|BERT|Docker|GPT-4|LangChain|Llama|SQL,19.6,60.3,18.9,8.2,2026,2,1,1,1,Tier 4 (>200k)
AIJOB1759,MLOps Engineer,Machine Learning,Mid-Level,4.4,Bachelor's,105100,92700,116800,Singapore,Singapore,Hybrid,Mid-Market (51-500),Healthcare,GCP|Llama|PyTorch|RAG|Scikit-Learn|Spark,24.9,93.4,47.1,7.9,2026,1,0,1,0,Tier 2 (80k-140k)
AIJOB1760,Generative AI Engineer,AI Engineering,Mid-Level,2.6,Bachelor's,155100,143700,169400,Austin,United States,Fully Remote,Big Tech (FAANG+),Manufacturing,AWS|BERT|GCP|PyTorch|RAG|REST APIs|SQL|TensorFlow,30.7,88.3,17.8,8.5,2025,7,0,1,1,Tier 3 (140k-200k)
AIJOB1761,AI Product Manager,Product,Mid-Level,2.7,Associate's,107000,94400,123800,Frankfurt,Germany,Hybrid,Mid-Market (51-500),Technology & SaaS,AWS|LangChain|PyTorch|RAG|SQL,22.8,77.2,22.3,7.4,2025,6,0,1,1,Tier 2 (80k-140k)
AIJOB1762,AI Research Scientist,Research,Mid-Level,3.2,PhD,75300,67700,85300,Shenzhen,China,Hybrid,Startup (1-50),Telecommunications,BERT|C++|FastAPI|GPT-4|PyTorch|REST APIs|Vector Databases,26,90.9,20.1,7.1,2026,8,0,1,1,Tier 1 (<80k)
AIJOB1763,NLP Engineer,Natural Language Processing,Senior,7.6,Bachelor's,164400,139800,189700,Frankfurt,Germany,Fully Remote,Enterprise (501-5000),Healthcare,AWS|GCP|GPT-4|Llama|RAG,29.5,81,27.4,6.7,2025,1,1,1,1,Tier 3 (140k-200k)
AIJOB1764,Computer Vision Engineer,Computer Vision,Lead / Staff,9.6,Master's,178000,159400,212000,London,United Kingdom,On-site,Enterprise (501-5000),Finance & Banking,GCP|GPT-4|Git|Kubernetes|RAG|Spark,25.4,78.9,43.7,8.2,2026,7,1,0,0,Tier 3 (140k-200k)
AIJOB1765,Computer Vision Engineer,Computer Vision,Mid-Level,3.5,Master's,74900,64500,85600,Da Nang,Vietnam,Fully Remote,Big Tech (FAANG+),Telecommunications,AWS|AutoGen|C++|CUDA|PyTorch|RAG,21.6,84.1,16.1,7.3,2025,3,0,1,0,Tier 1 (<80k)
AIJOB1766,AI Product Manager,Product,Entry-Level,0.7,Bachelor's,108700,98500,119500,Singapore,Singapore,On-site,Startup (1-50),Telecommunications,AutoGen|Azure|C++|GCP|Llama|PyTorch|TensorFlow,12.1,84.3,25.7,9.5,2026,9,0,0,1,Tier 2 (80k-140k)
AIJOB1767,Machine Learning Engineer,Machine Learning,Senior,7,Bachelor's,83600,73900,93900,Ho Chi Minh City,Vietnam,On-site,Mid-Market (51-500),Finance & Banking,Airflow|AutoGen|Docker|GPT-4|Git|Kubernetes|TensorFlow,34.2,80.7,45.4,7.8,2026,1,1,0,0,Tier 2 (80k-140k)
AIJOB1768,NLP Engineer,Natural Language Processing,Mid-Level,3.5,Bachelor's,69000,58900,80200,Hanoi,Vietnam,Hybrid,Mid-Market (51-500),Education,Airflow|Azure|C++|CUDA|FastAPI|PyTorch|RAG|SQL|Vector Databases,19.5,78,20.6,6.4,2026,9,0,1,1,Tier 1 (<80k)
AIJOB1769,Autonomous Driving Engineer,Automotive AI,Entry-Level,1.1,Bachelor's,110300,98600,120200,New York,United States,Hybrid,Startup (1-50),Manufacturing,BERT|CUDA|Docker|Git|LangChain|Llama|RAG|SQL|TensorFlow,21.5,99,44,7.2,2026,9,0,1,0,Tier 2 (80k-140k)
