Employee_ID,Age,Salary,Department,Experience_Years,Join_Date
2506,26.0,3790420.327455435,Engineering,5.0,2020-10-28
2507,64.0,16027278.435181513,Engineering,10.1,
2508,47.0,11121966.976988044,Engineering,2.6,2016-09-02
2509,21.0,10998322.969173482,HR,17.4,2021-10-19
2510,21.0,12505063.720104441,Engineering,7.2,Unknown
2511,39.0,23724307.033117466,Marketing,12.5,2016-07-26
2512,40.0,27024187.711269863,Sales,3.2,2018-09-05
2513,40.0,16086039.687642004,HR,4.1,2021-11-16
2514,32.0,12676163.880441362,Marketing,19.8,2018-07-28
2515,33.0,9113867.912743948,Marketing,15.1,2016-10-27
2516,38.0,17342700.807730347,Finance,19.2,2020-99-99
2517,35.0,23914528.00032572,Finance,5.9,2021-11-30
2518,12.0,13763298.064874217,Marketing,3.3,2018-05-10
2519,32.0,3105019.7962338794,Finance,10.1,2021-08-28
2520,26.0,18350248.359077618,Sales,9.9,
2521,36.0,,Sales,3.5,2020-09-08
2522,64.0,7070771.798070763,Enginering,14.7,
2523,38.0,15882420.918314764,Engineering,7.2,2020-12-20
2524,31.0,17256130.080680493,Marketing,3.7,2020-06-29
2525,44.0,14634463.489955308,Sales,6.6,2022-12-12
2526,39.0,11046145.404573232,Finance,11.3,2021-04-24
2527,39.0,20079686.117817782,Finance,14.5,
2528,41.0,12983101.270156587,Sales,9.6,Unknown
2529,55.0,7574069.18650034,Sales,10.5,2015-03-10
2530,23.0,9999999999.0,,2.8,2019-02-17
2531,,21304247.59999655,Finance,18.3,31/02/2020
2532,25.0,18083319.882355593,Finance,18.6,2022-07-22
2533,40.0,15439867.735645846,HR,13.7,2016-03-24
2534,25.0,12798626.815745983,Engineering,0.4,2019-09-03
2535,30.0,12355007.928984364,Sales,10.7,2021-07-18
2536,32.0,9621316.757791944,Sales,12.6,2018-06-14
2537,44.0,12842721.777200576,Marketing,19.9,2023-02-18
2538,44.0,4399563.924399128,Sales,19.9,2022-09-19
2539,22.0,11319681.732657429,Finance,17.2,2022-01-21
2540,35.0,13445312.418244531,Sales,1.3,2015-04-20
2541,27.0,,Finance,19.1,2021-09-10
2542,22.0,14800367.683133181,Finance,12.3,2020-04-27
2543,32.0,18974615.569377795,Engineering,16.0,31/02/2020
2544,31.0,21745675.525567148,Sales,8.1,2022-05-09
2545,,20290850.46912051,Engineering,6.4,2021-06-27
2546,39.0,17352549.236892782,Finance,9.3,2021-06-23
2547,21.0,15059313.39590392,Sales,-2.5,2017-07-21
2548,29.0,10096059.957932204,Sales,-2.5,31/02/2020
2549,,18699720.25689658,Engineering,17.2,2015-07-30
2550,55.0,23398736.911107644,Engineering,0.8,2021-07-18
2551,19.0,16710530.198252091,Finance,3.0,2020-05-21
2552,-5.0,24586295.742130615,Finance,2.5,2016-11-29
2553,53.0,7372141.459694581,Sales,8.1,2020-11-17
2554,38.0,9229183.076102294,Sales,19.9,2022-01-20
2555,26.0,19276007.538741313,HR,3.5,2023-02-01
2556,40.0,16321451.050766256,HR,2.9,2021-12-13
2557,8.0,21568910.882859036,Marketing,18.3,2019-04-07
2558,35.0,,,17.6,2016-08-28
2559,38.0,,Marketing,0.6,2022-08-20
2560,44.0,13932033.788974788,Marketing,15.0,2017-09-19
2561,24.0,7336580.14538133,Engineering,13.1,2015-05-10
2562,35.0,9357046.634514827,Engineering,15.4,
2563,25.0,19862219.98959005,HR,9.9,2022-11-09
2564,37.0,19363937.07234805,Marketing,19.8,2016-03-26
2565,26.0,16815021.424030386,HR,0.9,2017-02-20
2566,30.0,6394612.395197652,Finance,4.7,2015-03-19
2567,25.0,13207982.122435557,Sales,7.9,2019-12-12
2568,41.0,8875000.556699747,Engineering,9.0,2018-07-08
2569,,20882666.268938825,Finance,18.4,2019-09-12
2570,32.0,12081389.332186993,Finance,11.2,2016-09-12
2571,35.0,9571261.446092252,Engineering,0.9,2019-08-19
2572,20.0,15148980.825607123,Engineering,8.2,2022-09-29
2573,32.0,11799227.715826942,Enginering,8.3,2017-04-15
2574,34.0,22418719.551018536,HR,19.3,2019-08-08
2575,61.0,11325945.512329046,Finance,12.0,2020-08-17
2576,23.0,8003858.703876844,Marketing,12.7,2021-11-09
2577,49.0,4235432.421212422,Marketing,14.3,2020-04-15
2578,44.0,14846067.487932924,Finance,15.4,2023-02-27
2579,37.0,12190349.430710368,Finance,12.7,2015-09-13
2580,52.0,,Sales,4.7,2022-11-30
2581,38.0,20946132.306278925,HR,17.5,2016-07-19
2582,38.0,18336225.73714621,Finance,14.6,2020-10-25
2583,34.0,14858910.60531385,Engineering,14.8,2017-04-29
2584,47.0,21821631.220854335,Sales,19.9,31/02/2020
2585,45.0,18312680.166993067,HR,16.1,2018-08-24
2586,28.0,10885720.492407838,Engineering,16.6,2022-06-05
2587,21.0,9803899.18004617,Engineering,19.0,2020-05-13
2588,32.0,19089907.722269308,N/A,3.0,2020-11-22
2589,26.0,16981834.782336757,Sales,10.0,2019-03-24
2590,34.0,15848738.83985331,Engineering,11.6,2018-07-09
2591,47.0,9999999999.0,Marketing,6.6,2016-12-10
2592,30.0,18039737.835028768,HR,16.8,2020-02-26
2593,-5.0,11222505.584330253,HR,15.2,2020-12-23
2594,35.0,14490066.72703161,Finance,14.4,2018-11-03
2595,43.0,22234720.731934898,12345,19.9,2021-02-15
2596,,11695828.820949271,Marketing,5.2,
2597,28.0,7135053.714635695,Marketing,14.7,2022-07-31
2598,37.0,9737264.040649448,Finance,-2.5,
2599,47.0,19971494.133438118,Engineering,6.3,2022-08-20
2600,,16273655.686901048,Engineering,3.2,2022-03-19
2601,16.0,14355613.106556233,Marketing,17.9,2022-10-10
2602,41.0,12454530.973442152,Sales,11.9,2017-12-18
2603,28.0,17426799.53776595,Engineering,16.5,2021-11-03
2604,23.0,10754475.745048882,Enginering,10.9,2020-06-06
2605,28.0,16528327.843212979,Finance,50.0,2017-02-26
2606,33.0,11343727.155935215,Sales,6.8,2017-10-06
2607,28.0,10511703.07362473,Engineering,7.6,2018-02-16
2608,12.0,11812562.825874941,Marketing,19.5,2021-04-04
2609,,13122962.76758019,Finance,0.1,2018-05-07
2610,47.0,,,19.7,2017-07-10
2611,41.0,16177278.975555573,Marketing,19.6,2018-05-04
2612,23.0,-3441826.457142219,Engineering,19.9,2018-03-29
2613,-5.0,10961747.211266175,Finance,-2.5,2022-11-27
2614,34.0,13042150.113219803,HR,19.3,2017-04-29
2615,40.0,22525310.19304165,HR,7.9,2022-09-28
2616,41.0,9599986.95808934,Marketing,0.5,2022-11-27
2617,,15813983.090499563,HR,4.5,2020-06-25
2618,35.0,22475151.548679188,Enginering,18.9,2018-07-22
2619,39.0,8435157.350263637,12345,0.3,2020-05-19
2620,49.0,16969876.12932201,Engineering,10.9,2018-11-29
2621,42.0,10988640.8303274,Enginering,50.0,2021-04-14
2622,42.0,12476831.288553827,Engineering,5.7,2023-02-03
2623,35.0,10984445.830233429,Finance,1.8,2018-01-25
2624,49.0,11340713.45792057,Marketing,17.2,2018-03-24
2625,39.0,28609560.739532463,Engineering,11.8,2016-05-14
2626,26.0,19222279.360358328,Marketing,18.0,2021-06-06
2627,49.0,20508689.308931045,HR,13.8,2022-08-03
2628,41.0,17459967.43418248,Sales,19.4,2021-02-02
2629,,6968716.057990209,Finance,10.2,2019-04-05
2630,30.0,16974789.851616535,Engineering,12.8,31/02/2020
2631,37.0,20364648.072536733,,11.5,
2632,39.0,10733002.629804444,Enginering,9.7,2016-08-22
2633,36.0,19826633.335805632,Finance,16.9,2018-04-04
2634,38.0,18521681.049270395,HR,12.9,2015-06-22
2635,51.0,24260200.22406835,Marketing,16.0,2018-03-24
2636,45.0,12911084.937431905,Marketing,15.7,2023-01-04
2637,36.0,,Sales,3.8,2015-11-20
2638,44.0,13191859.453137271,HR,13.0,
2639,24.0,22177854.965818115,Finance,4.0,2019-12-17
2640,38.0,5857970.595790185,HR,11.7,2022-05-10
2641,-5.0,4658121.422844838,HR,13.5,2017-11-16
2642,32.0,15446976.394658066,Sales,19.9,2020-05-16
2643,26.0,12787053.53612922,Marketing,0.6,2017-05-26
2644,28.0,15038639.465878423,HR,1.8,2017-04-07
2645,24.0,19726558.856179327,HR,1.5,2021-01-15
2646,27.0,12237153.269405738,HR,8.0,2018-01-15
2647,31.0,5634970.845346898,Engineering,16.4,2021-04-21
2648,20.0,25222407.785999723,HR,16.9,2022-10-22
2649,35.0,10013858.562806118,HR,50.0,2018-01-17
2650,44.0,9704814.389939513,Finance,-2.5,2016-07-16
2651,25.0,20518600.06861298,Engineering,6.5,
2652,50.0,13077554.39479241,HR,1.8,2021-11-26
2653,40.0,14683050.739825945,HR,1.2,2021-07-31
2654,,17413950.62030159,Sales,17.0,31/02/2020
2655,28.0,20417915.51554998,Sales,14.6,2017-09-20
2656,43.0,13332696.534091141,Engineering,14.0,2015-07-27
2657,24.0,22599760.029571496,Finance,6.8,2022-07-06
2658,43.0,4321000.756325971,Engineering,7.6,2020-12-15
2659,36.0,18798936.184765387,Engineering,19.2,2017-07-13
2660,40.0,10802362.209911713,,1.3,2022-02-26
2661,-5.0,21861356.583039958,Sales,15.5,2017-08-11
2662,26.0,15710222.394152727,Finance,6.2,2015-08-04
2663,40.0,11635473.339952992,HR,0.8,2016-02-15
2664,25.0,18314205.465108164,Finance,14.9,31/02/2020
2665,39.0,19465941.736036256,HR,6.6,
2666,21.0,18209470.61429319,Marketing,14.4,2023-01-17
2667,,9851518.801834699,Sales,14.2,
2668,,12579914.381889576,Marketing,10.7,2016-02-16
2669,,14979635.814392826,Marketing,15.5,2022-08-22
2670,41.0,14793701.736749697,Sales,11.6,2016-07-17
2671,28.0,,Marketing,5.7,2015-01-22
2672,40.0,4925493.837466959,Engineering,14.7,2021-03-04
2673,37.0,16671635.272767518,HR,11.8,2016-10-08
2674,29.0,13550093.2278168,Finance,0.3,31/02/2020
2675,24.0,10807496.918080239,Sales,18.0,2022-04-28
2676,15.0,11287566.111152003,Engineering,10.9,2020-05-02
2677,38.0,13927311.677410182,Finance,17.4,2020-05-09
2678,19.0,-1000000.0,Finance,17.7,
2679,35.0,,Finance,8.9,31/02/2020
2680,32.0,10620925.876768533,Marketing,10.2,2018-03-22
2681,41.0,17663916.04661312,Marketing,8.3,2018-08-08
2682,31.0,10972366.587447397,Marketing,9.0,2018-03-15
2683,31.0,13924430.999147551,Marketing,17.9,2022-03-30
2684,42.0,22711383.13830651,Engineering,15.8,2015-08-31
2685,38.0,19971757.599077117,Marketing,2.5,2016-01-02
2686,38.0,19511356.999717265,Sales,12.2,2022-04-25
2687,39.0,12500637.84794574,Finance,19.9,2021-06-09
2688,19.0,17715161.396448262,Engineering,11.9,2017-08-09
2689,42.0,13830510.99773203,Marketing,15.7,2020-12-31
2690,41.0,14019533.94661531,Finance,15.4,2023-02-09
2691,24.0,17048426.71873275,Engineering,7.0,2015-06-02
2692,32.0,12015032.057895338,Finance,7.4,
2693,34.0,22465015.52221602,Engineering,14.5,2019-09-08
2694,33.0,14199349.302010315,HR,10.0,2016-12-21
2695,,18091802.831298325,Engineering,11.4,2015-05-29
2696,49.0,22278002.39628649,Marketing,14.3,2019-06-15
2697,45.0,20158268.872875877,Finance,15.6,2020-07-22
2698,21.0,7955404.486547376,Finance,5.4,2017-02-02
2699,41.0,17224479.47504942,,2.9,2018-03-31
2700,48.0,19253596.972303234,Sales,5.8,2015-06-03
2701,38.0,19459315.110803746,Sales,10.2,2015-02-07
2702,45.0,9433525.829426844,Marketing,6.8,2018-05-07
2703,55.0,11714823.81491338,HR,11.4,2021-05-15
2704,45.0,19972791.178708106,Sales,1.1,2021-10-04
2705,37.0,11191198.146586772,Engineering,10.2,2016-03-15
2706,45.0,13501519.71667843,Marketing,7.4,2018-10-04
2707,36.0,22879379.04750985,HR,10.7,2018-03-11
2708,35.0,14761003.748076051,Engineering,8.5,2020-02-05
2709,31.0,11366129.310830785,Finance,5.7,2022-03-11
2710,50.0,10611913.215685476,Sales,18.1,2021-02-03
2711,-5.0,16663596.64792594,Engineering,50.0,
2712,50.0,8334259.957613955,HR,13.6,2020-07-16
2713,39.0,13763320.180517908,Enginering,18.5,2016-07-03
2714,21.0,16666152.674950108,Engineering,10.8,2020-08-27
2715,38.0,,Marketing,17.5,2020-04-01
2716,13.0,18337740.401849978,Finance,2.5,2018-01-22
2717,41.0,11429674.410089105,HR,9.9,2017-02-28
2718,43.0,20892096.5878186,HR,50.0,2016-04-06
2719,,13502424.812262611,Sales,0.2,2018-09-16
2720,36.0,8821484.889752954,,8.9,2016-10-27
2721,,,Engineering,7.4,2023-03-14
2722,29.0,22190846.00572851,Engineering,13.4,2020-02-23
2723,24.0,15826200.250324626,Engineering,18.8,2022-04-09
2724,49.0,15062609.321648931,Finance,1.7,2020-99-99
2725,54.0,23186058.223514266,12345,6.5,2023-01-22
2726,35.0,7843225.764727864,HR,8.9,2020-99-99
2727,45.0,8572004.429736137,Engineering,9.1,2015-02-27
2728,48.0,6920767.645165839,Sales,15.5,2018-10-12
2729,27.0,16863240.932400275,Sales,8.9,2018-04-23
2730,30.0,15832465.635575622,HR,0.5,2021-05-14
2731,47.0,22713681.83639888,HR,14.2,2022-07-25
2732,51.0,16217375.385683851,Enginering,17.7,2017-03-02
2733,40.0,12979214.202603485,HR,-2.5,2016-12-19
2734,26.0,15008974.364390535,,11.6,2021-11-07
2735,,15588537.09230479,Finance,3.3,2022-03-01
2736,29.0,6641193.633359165,HR,4.4,2019-07-19
2737,31.0,28551658.221674465,HR,4.7,2019-10-18
2738,38.0,17599355.090509556,Engineering,8.6,2020-10-11
2739,50.0,16050041.540112946,Marketing,18.6,2018-09-05
2740,43.0,,HR,10.4,2015-12-22
2741,39.0,18547054.902933024,Sales,3.8,2020-99-99
2742,39.0,14297232.572487842,Sales,5.3,2022-07-04
2743,35.0,11843794.318796497,Sales,7.7,2016-01-26
2744,40.0,17997253.43160852,Finance,12.5,2017-01-26
2745,,16928554.202657264,Finance,8.8,2016-07-29
2746,32.0,10950549.50455296,HR,7.8,2020-05-09
2747,37.0,22095178.056836322,Enginering,11.3,2018-08-18
2748,23.0,16466760.181614917,HR,4.8,2017-10-13
2749,38.0,18649096.811338153,Finance,1.6,2015-01-28
2750,32.0,21959604.438399594,HR,0.5,2017-12-04
2751,52.0,15109444.105824174,Engineering,5.0,2019-04-21
2752,50.0,16584760.034920577,Marketing,1.8,2017-08-22
2753,,19050136.192530584,Sales,6.7,2020-01-04
2754,33.0,11375694.58099974,Sales,15.5,2017-12-29
2755,34.0,15270258.314230004,Engineering,14.3,2018-09-12
2756,30.0,15627742.933255741,HR,12.2,2018-05-21
2757,36.0,10219707.241583027,Finance,17.1,
2758,,26588183.943369392,HR,5.6,2023-02-08
2759,23.0,7963532.782537987,HR,17.7,2021-06-04
2760,41.0,,Sales,8.0,2015-02-16
2761,41.0,21571132.878517896,Sales,8.0,2017-12-07
2762,-5.0,18566331.25398271,Finance,8.1,2022-05-01
2763,43.0,9870175.91259611,Sales,2.0,
2764,28.0,18036445.075508464,HR,19.5,2022-10-08
2765,37.0,22339252.22498655,Engineering,2.8,2017-08-25
2766,43.0,14848684.712015072,Finance,6.8,2015-09-12
2767,34.0,27994114.50037291,Engineering,6.4,2022-06-28
2768,,6379690.945659822,Enginering,1.5,2016-04-29
2769,29.0,18469117.26929551,Finance,3.0,2020-03-21
2770,33.0,20832641.681105018,Engineering,0.9,2018-06-10
2771,32.0,19456719.508026235,Finance,5.8,31/02/2020
2772,27.0,13978221.366771758,HR,17.3,2019-07-19
2773,33.0,13547792.589944253,Finance,6.8,2022-09-11
2774,19.0,17220725.855436288,HR,2.5,2020-08-20
2775,30.0,19078772.433260348,Finance,12.9,2022-11-21
2776,32.0,18012367.181411818,Finance,19.9,Unknown
2777,32.0,20200289.453966945,Sales,4.6,2022-09-28
2778,32.0,9905650.214666324,HR,5.6,2016-04-25
2779,34.0,13861145.104381826,Marketing,19.4,2022-03-01
2780,39.0,10299920.33938123,Finance,3.6,2018-04-23
2781,43.0,13069436.119569292,Engineering,10.2,2019-02-14
2782,28.0,20076104.459071524,Sales,4.8,2021-11-22
2783,22.0,15539919.603626143,Sales,18.6,2017-06-23
2784,24.0,28034295.815748848,Finance,19.6,2017-06-16
2785,30.0,15967031.835948585,Marketing,16.3,2016-07-01
2786,31.0,15298459.40289868,Sales,6.3,2020-05-12
2787,-5.0,15530914.597201081,HR,8.1,2016-09-19
2788,22.0,11810956.535700321,Finance,4.8,2020-02-07
2789,,14710816.938112032,Finance,17.8,2021-10-17
2790,36.0,,Marketing,18.3,2019-03-11
2791,40.0,15569853.340638861,HR,8.4,2019-08-31
2792,,11032701.350582644,HR,13.1,2022-11-15
2793,30.0,10374576.897606824,Marketing,3.3,2021-02-27
2794,25.0,12748990.541670782,Engineering,8.7,2020-99-99
2795,34.0,15369317.172054403,HR,12.6,2021-01-10
2796,26.0,20967932.67738131,Engineering,7.7,2022-06-13
2797,40.0,8297556.7931678165,Engineering,7.2,2017-06-13
2798,17.0,13400868.610556219,Finance,0.0,2017-10-10
2799,31.0,15721550.097175393,Finance,16.1,2022-08-18
2800,38.0,,Sales,17.8,2021-09-06
2801,36.0,,Finance,19.4,2015-12-02
2802,61.0,11600557.301319068,HR,14.4,2020-11-22
2803,38.0,11020148.130747508,HR,11.0,2020-01-04
2804,-5.0,15959447.725108236,Engineering,5.4,2020-12-03
2805,34.0,14197201.952491013,HR,20.0,2022-11-22
2806,,,Finance,11.8,2019-01-21
2807,34.0,17139813.132763173,Finance,13.6,2015-11-16
2808,26.0,23615373.58823125,Finance,13.6,2021-04-29
2809,44.0,23196282.58370876,Marketing,16.9,2016-04-04
2810,,5386141.139688319,HR,0.2,2015-09-10
2811,33.0,,Sales,4.4,2021-02-21
2812,28.0,14109883.549680809,HR,13.3,2020-09-01
2813,52.0,15775776.714326782,HR,17.9,2017-04-08
2814,31.0,13008584.832287258,Marketing,13.7,2021-06-03
2815,53.0,15587943.149436012,HR,8.3,2021-01-07
2816,43.0,15757036.980360094,Engineering,7.2,2016-09-05
2817,39.0,12105241.213255385,Finance,14.8,2016-11-04
2818,38.0,,Finance,14.8,2018-09-05
2819,38.0,12756521.58690258,Marketing,12.1,2020-11-01
2820,15.0,16171296.322283829,Finance,5.8,2019-12-15
2821,32.0,17994981.70842132,Engineering,18.5,2016-04-21
2822,43.0,19266744.886700734,Marketing,11.0,2022-08-18
2823,34.0,12529049.884665437,Sales,15.8,2017-04-21
2824,20.0,16419222.836513683,Finance,4.3,2023-01-15
2825,-5.0,19812512.959766492,HR,6.9,2021-07-16
2826,52.0,20827974.47572064,Engineering,50.0,2020-06-25
2827,47.0,14705835.72934239,Engineering,1.0,2016-01-08
2828,34.0,13895341.375301937,Finance,10.2,2020-09-21
2829,44.0,15955621.169181962,Sales,9.6,2019-12-30
2830,31.0,9251462.63551297,HR,15.0,2015-08-16
2831,17.0,,Sales,5.6,2020-02-01
2832,25.0,18722931.99236565,Sales,4.4,2016-06-24
2833,50.0,18209735.647218507,Finance,18.5,2020-10-03
2834,32.0,13648661.978180556,HR,11.4,2019-08-29
2835,32.0,16088591.005435834,Finance,2.1,2020-02-15
2836,32.0,10876748.298546562,Finance,50.0,2021-04-28
2837,54.0,18517460.741125125,Engineering,20.0,2015-08-25
2838,51.0,14610892.819317635,Finance,3.9,2021-04-07
2839,57.0,13620242.74151931,Marketing,12.2,2020-03-08
2840,33.0,,HR,8.4,
2841,37.0,14685530.66550071,Engineering,17.7,2018-06-16
2842,19.0,12760611.775340209,HR,15.1,2023-02-10
2843,999.0,18290715.180012815,Engineering,11.9,2015-03-31
2844,23.0,13023582.259919096,Marketing,0.2,2019-06-10
2845,37.0,22964820.480136905,Finance,17.6,2017-11-08
2846,24.0,22326052.517406903,Engineering,8.9,2015-01-13
2847,29.0,10542282.550727475,Engineering,18.6,2017-06-11
2848,26.0,15348521.347146401,Engineering,9.9,2021-06-26
2849,28.0,11746716.893319026,Marketing,13.9,2015-10-27
2850,-5.0,13366762.184056943,HR,1.4,2015-07-05
2851,29.0,25012137.338223986,Marketing,14.9,2019-10-02
2852,43.0,13462142.914421003,Engineering,6.8,2018-11-12
2853,23.0,16801130.185387142,Engineering,7.0,2022-11-08
2854,37.0,17706606.47004139,Finance,2.4,2015-09-19
2855,47.0,9996853.137583796,Marketing,2.9,2021-01-25
2856,29.0,10724522.627953976,Marketing,3.7,31/02/2020
2857,27.0,,Sales,6.6,2015-10-10
2858,32.0,10570146.330511115,HR,17.8,2020-04-17
2859,46.0,749849.4534140881,,7.4,2015-05-10
2860,36.0,17722912.003968142,Sales,14.5,2018-03-21
2861,,25270969.20628035,HR,-2.5,2019-08-02
2862,39.0,,Finance,11.8,2017-01-07
2863,23.0,7918655.703296963,,9.6,2016-07-08
2864,41.0,11786118.085500259,HR,19.6,2022-03-12
2865,39.0,-1000000.0,HR,16.9,2023-03-07
2866,31.0,9912076.113933122,Marketing,9.1,2022-03-30
2867,26.0,19300913.191975784,Marketing,-2.5,2019-09-18
2868,26.0,19051300.22187667,Marketing,3.9,2019-03-14
2869,40.0,9222741.030911703,Marketing,11.2,
2870,47.0,18625405.22223754,Engineering,1.5,2020-01-12
2871,,22634063.317886326,Engineering,7.0,Unknown
2872,,24512791.026147798,Finance,4.5,2019-03-19
2873,14.0,29326060.11542981,Engineering,14.4,2015-11-25
2874,29.0,10490036.752784014,Engineering,9.8,2022-08-28
2875,,29121102.131976016,Marketing,15.0,
2876,25.0,13228968.05745606,Marketing,10.3,2021-01-17
2877,25.0,12037672.723097429,HR,50.0,2016-06-28
2878,,16635361.874389227,Marketing,14.7,2022-04-30
2879,37.0,12089693.329534939,HR,16.7,2018-11-25
2880,33.0,16995220.70323263,HR,18.1,2016-04-30
2881,12.0,8399614.061313491,Engineering,11.4,2017-01-01
2882,13.0,13806236.989682829,Marketing,15.1,2021-01-09
2883,28.0,21427911.1718084,Engineering,15.0,2019-05-29
2884,39.0,14714693.542844221,Marketing,3.1,2020-12-06
2885,-5.0,15707978.933699414,Engineering,3.3,2016-06-05
2886,30.0,17376293.023586556,N/A,1.4,2023-03-01
2887,29.0,20853308.1465883,Engineering,6.4,2017-07-01
2888,,6723876.439052835,Finance,9.5,2015-01-15
2889,31.0,17922620.259187173,12345,20.0,2015-04-04
2890,38.0,13659304.303791184,Sales,8.6,2018-05-07
2891,36.0,15833189.476559192,Sales,14.5,2020-03-11
2892,13.0,20299750.84881188,Enginering,13.9,2022-07-21
2893,42.0,9029066.74294078,HR,4.1,2023-01-24
2894,37.0,9936777.792784553,Engineering,1.2,2021-02-08
2895,40.0,5322850.201430969,Sales,10.9,2019-10-04
2896,74.0,12254205.291181117,HR,14.0,2020-12-18
2897,14.0,21652161.72189408,Sales,20.0,2019-04-03
2898,52.0,14397064.057632653,Marketing,7.2,2017-07-29
2899,32.0,8299375.521726071,Finance,17.9,2020-99-99
2900,37.0,12571606.277124764,Engineering,7.6,31/02/2020
2901,34.0,7560691.4825468855,Finance,13.8,2018-11-18
2902,30.0,9374069.491344191,Enginering,50.0,2016-09-27
2903,29.0,16944094.551318567,12345,1.1,2018-02-03
2904,38.0,9130633.368469857,Marketing,1.6,Unknown
2905,19.0,,Marketing,0.4,2023-02-17
2906,42.0,14644398.54584832,HR,7.4,2016-04-07
2907,30.0,15427973.519722627,Sales,14.9,2015-05-12
2908,23.0,,Engineering,3.5,Unknown
2909,30.0,,,12.1,2020-99-99
2910,47.0,18915799.438885055,,50.0,2021-11-23
2911,29.0,16675271.759560857,Engineering,50.0,2015-03-06
2912,38.0,17823945.52953824,Engineering,16.0,
2913,27.0,13939551.650397873,Marketing,15.5,2017-04-24
2914,42.0,17711015.034545243,Marketing,10.5,
2915,41.0,13310611.122630967,Sales,5.7,2016-02-18
2916,53.0,15011158.11081201,Marketing,16.2,2021-08-29
2917,33.0,13626781.253168512,Marketing,3.7,2015-05-18
2918,41.0,12713907.30340402,Engineering,5.8,2020-01-03
2919,35.0,11554441.01139105,Sales,3.7,2021-09-14
2920,47.0,17338450.519294426,Finance,13.5,2022-07-15
2921,27.0,21553029.564067315,Marketing,13.7,2022-11-20
2922,42.0,20855509.858347796,Marketing,13.1,2015-07-19
2923,33.0,8717173.320272822,Finance,8.3,2017-09-29
2924,34.0,21446015.25703437,Enginering,2.0,2015-07-01
2925,35.0,13409207.491910355,Sales,18.2,
2926,37.0,18003665.07572796,Engineering,10.2,2019-12-03
2927,33.0,10468923.339763945,Enginering,8.1,2017-08-17
2928,37.0,15709899.569370026,Marketing,11.8,2021-01-19
2929,50.0,16568615.914484536,HR,3.9,2017-06-08
2930,44.0,7576976.040401736,Marketing,2.7,2015-08-20
2931,43.0,18041335.83172095,HR,8.1,2016-07-27
2932,30.0,21729675.039191574,Finance,4.5,2020-08-25
2933,26.0,14126760.27159186,Marketing,4.9,
2934,,21800840.654140063,Marketing,17.9,2017-08-17
2935,,14051532.532737963,,10.6,2023-03-16
2936,49.0,19247922.655233085,Sales,9.7,2021-06-17
2937,28.0,3907150.170244502,HR,13.8,2018-07-30
2938,32.0,27093888.896567315,Marketing,19.0,2021-06-23
2939,18.0,22477291.226214785,Marketing,-2.5,2021-09-15
2940,31.0,13576872.478731606,Sales,16.7,2022-07-17
2941,44.0,5139554.866780911,Engineering,11.7,2018-08-06
2942,30.0,16440141.841527445,Sales,2.9,2017-08-28
2943,41.0,7780372.2646312155,Engineering,5.9,
2944,33.0,17224267.68778744,Marketing,9.6,2016-08-09
2945,38.0,17057828.59582141,Finance,13.8,2022-05-28
2946,23.0,10292984.154989876,Finance,4.9,2020-11-05
2947,35.0,20604835.118071888,HR,10.7,2017-06-24
2948,5.0,19027873.514030866,Sales,13.7,2019-08-21
2949,33.0,19879116.686442815,Sales,9.0,2018-05-15
2950,18.0,15044288.518344477,Finance,17.3,
2951,47.0,7922379.665431467,Engineering,17.4,2015-09-07
2952,42.0,19889361.361055687,Sales,9.4,2021-03-30
2953,39.0,13648143.004321044,Engineering,19.5,2021-08-20
2954,50.0,8051099.284036655,Engineering,1.5,
2955,25.0,21760196.82987163,Engineering,0.1,2022-01-08
2956,52.0,25497037.602512546,Engineering,-2.5,2022-08-12
2957,44.0,14793759.355103984,HR,12.0,2019-10-16
2958,32.0,25795605.77301646,HR,12.6,2021-03-26
2959,46.0,15456573.643056748,Finance,9.5,2020-07-23
2960,23.0,13097720.479168244,HR,2.5,2015-07-12
2961,26.0,11847707.729072612,Sales,3.4,2018-11-11
2962,28.0,23185412.03996371,HR,17.0,2022-03-20
2963,29.0,11099280.593061142,N/A,17.4,2022-07-12
2964,24.0,18676346.54987494,Sales,13.5,2019-04-11
2965,47.0,12204180.824703958,Engineering,13.3,2020-11-18
2966,32.0,12698466.187128184,Finance,12.0,2018-07-29
2967,,20151248.469847836,Engineering,4.1,2022-10-23
2968,29.0,13099815.76855323,Engineering,8.6,2019-09-02
2969,16.0,12976023.102898534,HR,13.9,31/02/2020
2970,37.0,20664023.485874034,HR,10.7,Unknown
2971,15.0,22986986.466108114,Sales,0.4,2018-05-13
2972,-5.0,18223449.016421165,HR,19.1,2019-03-22
2973,21.0,11726151.121880254,HR,16.9,2017-01-23
2974,54.0,12446957.503512103,Marketing,5.2,2021-01-12
2975,44.0,15399576.318700187,Sales,12.3,2020-04-23
2976,36.0,16604650.309628287,Sales,18.5,2017-09-14
2977,47.0,10060670.44930114,Marketing,1.9,2017-07-12
2978,26.0,18615189.69789932,Sales,10.1,2020-99-99
2979,,,,9.1,2022-12-08
2980,36.0,6421458.406809352,Finance,8.2,2016-08-14
2981,37.0,10355367.587696347,Marketing,16.7,2020-03-11
2982,47.0,12479356.631741682,HR,7.6,2015-08-25
2983,42.0,14635711.555794725,Finance,1.3,2021-04-22
