job_id,job_title,job_category,years_of_experience,education_required,city,country,remote_work,company_size,industry,demand_score,benefits_score_10,required_skills,skill_count,salary_min_usd,salary_max_usd,annual_salary_usd,salary_tier,experience_level,posting_year,posting_month,is_senior,is_remote_friendly,is_llm_role,ai_salary_premium_pct
12608,DevOps Engineer,Product Management,13.1,High School,Singapore,Germany,Hybrid,Mid-size,Education,69,9.5,SQL|Python|TensorFlow|Airflow|PyTorch|Docker|Java|React,8,44200,77300,17700,Medium,Junior,2026,2,1,0,0,49.24
12609,Product Manager,Product Management,9.9,High School,Singapore,Singapore,Fully Remote,Enterprise,Education,80.5,8,BERT,1,40000,85000,68900,Medium,Mid,2026,2,0,1,1,2.02
12610,AI Agent Developer,IT Operations,5.1,Bachelor's,Singapore,Japan,Hybrid,Enterprise,Tech,57.2,4.7,React|FastAPI|PyTorch|AWS|CUDA|Python|C++,7,53100,86300,33700,Low,,2026,2,1,1,1,8.92
12611,Data Analyst,Data Science,10.3,Bachelor's,New York,USA,Fully Remote,Mid-size,Finance,58.8,3.2,Airflow|CUDA|PyTorch|Docker|AWS|Java|BERT|SQL,8,76500,61200,u9zmuh9mgizz8qa,High,Mid,2026,9,0,0,1,42.86
12612,Product Manager,Software Engineering,0.3,PhD,Singapore,UK,Hybrid,Enterprise,Tech,85.3,8.6,,0,49100,150100,72100,High,Junior,2026,1,0,1,0,34.31
12613,AI Agent Developer,Data Science,11,High School,New York,China,Fully Remote,Startup,Healthcare,58.5,9.7,Docker|CUDA,2,31600,110300,98700,Medium,Senior,2026,6,0,1,0,21.25
12614,Software Engineer,Product Management,7.3,Bachelor's,Beijing,Germany,On-site,Big Tech (FAANG+),Finance,56.8,5.6,Python|Docker|Airflow|C++,4,,,75700,Medium,Mid,2026,7,1,1,0,24.68
12615,Data Scientist,AI Engineering,12.2,High School,Beijing,Japan,On-site,Mid-size,Tech,98.9,6.2,Azure|Python|CUDA|AWS|Airflow|AutoGen|SQL|Docker,8,57400,50500,57300,Top,Senior,2026,9,0,0,0,12.79
12616,Product Manager,Product Management,14.3,Bachelor's,Singapore,Vietnam,Hybrid,Enterprise,Tech,50.7,3.2,,0,65400,74200,102700,Medium,Senior,2026,3,0,1,1,48.12
12617,Product Manager,Data Science,13.9,Master's,London,UK,Hybrid,Startup,E-commerce,66.3,6.3,Java|Python|CUDA|FastAPI|SQL,5,70200,125400,74200,Top,Junior,2026,9,1,1,0,17.15
12618,Data Analyst,Product Management,13.6,PhD,Tokyo,Vietnam,Hybrid,Enterprise,E-commerce,51.7,4.6,Python|AWS|Java|FastAPI|Docker,5,43200,147600,45400,High,Mid,2026,7,0,1,0,18.99
12619,Machine Learning Engineer,AI Engineering,7.7,Bachelor's,Beijing,Singapore,On-site,Startup,E-commerce,91.9,8.6,BERT|TensorFlow|AutoGen|Airflow|PyTorch|Python|C++|CUDA,8,26400,94500,59200,Low,,2026,5,0,0,0,23.45
12620,Software Engineer,IT Operations,5.4,Associate's,New York,UK,Hybrid,Enterprise,Healthcare,79.2,4.4,TensorFlow|AWS|Azure,3,54300,163600,49900,Top,Lead,2026,12,0,0,0,10.68
12621,Data Analyst,Data Science,7,Bachelor's,London,Germany,Fully Remote,Big Tech (FAANG+),Finance,52.4,6.8,Airflow|CUDA|React|Java,4,43100,130900,72800,Low,Mid,2026,5,1,1,0,9.82
12622,AI Agent Developer,Product Management,10.3,Master's,Singapore,Japan,Hybrid,Mid-size,Healthcare,80.8,2.8,React|CUDA|Airflow,3,51500,185700,68000,High,Junior,2026,7,0,0,0,30.03
12623,AI Agent Developer,Data Science,13.3,Associate's,London,Germany,Hybrid,Big Tech (FAANG+),Automotive,56.2,1.8,C++|TensorFlow|SQL|Python,4,78300,77600,69800,Low,Junior,2026,10,1,0,0,38.73
12624,AI Agent Developer,IT Operations,3.1,Associate's,London,Germany,Fully Remote,Big Tech (FAANG+),Tech,74.8,1.4,Java|Docker|React|PyTorch,4,54000,83900,86900,High,Lead,2026,6,0,0,1,37.61
12625,AI Agent Developer,Product Management,13.8,Bachelor's,Ho Chi Minh City,UK,Fully Remote,Enterprise,Tech,83.5,4.7,AWS|AutoGen,2,86800,108600,142100,Low,Junior,2026,8,1,1,1,28.28
12626,Machine Learning Engineer,Product Management,12.2,Master's,Tokyo,USA,On-site,Big Tech (FAANG+),Tech,57.4,2.5,Python|Airflow|Docker|React|C++|CUDA|TensorFlow|SQL|Java|BERT,10,55900,70500,76800,Low,,2026,10,1,1,0,31.95
12627,Software Engineer,Data Science,14.7,Associate's,Singapore,Japan,Fully Remote,Mid-size,E-commerce,74.9,9.9,Airflow|BERT|CUDA|FastAPI|React|AWS|Python|Java,8,44300,131300,54600,Medium,Mid,2026,10,0,0,1,28.18
12628,DevOps Engineer,Data Science,13.2,PhD,Tokyo,Vietnam,Fully Remote,Startup,Tech,72.9,8.2,Docker|CUDA|FastAPI|Azure|AutoGen|AWS,6,24800,50600,131600,High,,2026,9,1,0,1,43.75
12629,Data Scientist,AI Engineering,4.2,PhD,Beijing,USA,Hybrid,Startup,E-commerce,95.8,7.2,,0,54500,40800,111900,Top,Lead,2026,6,1,0,0,19.37
12630,Machine Learning Engineer,IT Operations,1.6,High School,San Francisco,USA,On-site,Enterprise,Automotive,99.8,8.2,,0,31700,97800,88800,High,,2026,3,1,0,1,6.16
12631,Machine Learning Engineer,AI Engineering,1.7,High School,Tokyo,China,Fully Remote,Mid-size,Healthcare,82.7,3.4,Docker|SQL|FastAPI|C++,4,60700,159200,78400,Medium,Senior,2026,12,1,1,1,21.77
12632,DevOps Engineer,Product Management,4.4,Master's,Berlin,Singapore,On-site,Mid-size,Healthcare,92.7,8.9,AWS|React|SQL|AutoGen|Python|CUDA|PyTorch|Airflow,8,47700,119700,84900,Top,Junior,2026,9,0,0,1,43.54
12633,DevOps Engineer,Data Science,9.2,Associate's,New York,Vietnam,Fully Remote,Startup,Healthcare,82.3,10,BERT|AutoGen|Java,3,47100,132700,16400,Medium,Senior,2026,2,0,1,1,45.04
12634,Data Scientist,Product Management,12.1,PhD,Beijing,UK,On-site,Startup,E-commerce,93.8,3.6,C++,1,51700,166700,35100,High,Mid,2026,5,0,0,0,29.47
12635,Data Scientist,Product Management,13.5,PhD,Singapore,Singapore,Fully Remote,Big Tech (FAANG+),Education,71.7,9.9,,0,54700,117300,96800,High,Senior,2026,10,1,0,0,3.11
12636,DevOps Engineer,Software Engineering,9.4,Master's,Tokyo,China,Hybrid,Enterprise,Education,80.4,3.9,FastAPI|SQL,2,49300,86200,111100,Medium,Lead,2026,4,0,0,0,36.12
12637,AI Agent Developer,Software Engineering,0.1,Associate's,New York,China,On-site,Startup,Finance,92.3,1.1,Airflow|BERT|React|AutoGen|C++|Azure|Docker|Python|AWS,9,92700,158200,29800,Top,Senior,2026,2,1,1,1,32.65
12638,Machine Learning Engineer,Product Management,2.8,Master's,Singapore,Singapore,On-site,Startup,Education,95.9,4.3,Docker|Azure|AWS|AutoGen|CUDA|FastAPI|Python|React,8,34600,138600,53100,High,,2026,6,0,0,0,22.58
12639,Data Analyst,Data Science,1.5,Bachelor's,Singapore,Germany,Fully Remote,Mid-size,Finance,51.2,10,TensorFlow|FastAPI|AutoGen,3,70500,70700,58400,Medium,Lead,2026,12,1,1,0,8.15
12640,Data Scientist,Product Management,5.4,PhD,Beijing,UK,On-site,Mid-size,Automotive,55.2,6.7,Docker|FastAPI,2,,66000,51600,High,Senior,2026,10,1,0,0,30.32
12641,Data Scientist,Software Engineering,7.5,Master's,Berlin,USA,Fully Remote,Mid-size,Finance,96.6,7.3,Python|AutoGen,2,27900,97900,82600,Medium,Senior,2026,7,0,0,1,24.12
12642,DevOps Engineer,Data Science,0.7,Master's,New York,Japan,On-site,Startup,Automotive,78.4,3.1,TensorFlow|SQL|C++|Azure|BERT|CUDA|Airflow,7,51100,136000,93600,High,Mid,2026,2,1,1,0,3.02
12643,Software Engineer,Product Management,5.2,Bachelor's,San Francisco,USA,On-site,Enterprise,Tech,99.5,2.3,TensorFlow,1,57100,61100,49500,High,Mid,2026,3,1,0,0,19.89
12644,Data Analyst,IT Operations,2.7,High School,San Francisco,USA,Hybrid,Big Tech (FAANG+),Healthcare,89.6,9,Airflow|Azure|SQL|Java|C++|CUDA|Docker,7,,105400,39500,Low,Mid,2026,5,0,1,0,46.93
12645,Data Analyst,IT Operations,9.7,PhD,San Francisco,Germany,Hybrid,Enterprise,Education,90.9,4.7,Java|AutoGen|Docker|Python,4,,136200,45600,Top,Lead,2026,9,1,0,1,20.57
12646,Data Scientist,Product Management,7,Master's,Berlin,USA,On-site,Startup,E-commerce,69.3,1,PyTorch|CUDA|SQL|React|AutoGen|Azure|FastAPI|BERT|Python,9,62500,90100,63700,High,Mid,2026,7,1,1,0,21.47
12647,AI Agent Developer,Data Science,7.4,PhD,New York,Vietnam,Hybrid,Big Tech (FAANG+),Automotive,62.9,3.6,Python|Airflow|CUDA|AWS|FastAPI|Java|AutoGen,7,8100,111300,114700,Top,Mid,2026,12,1,1,0,27.87
12648,Software Engineer,Product Management,6.4,High School,Ho Chi Minh City,USA,On-site,Enterprise,Education,79.9,2.8,C++,1,48000,,76700,Medium,Lead,2026,12,0,1,1,14.86
12649,Data Analyst,Product Management,14.3,Master's,Singapore,USA,Fully Remote,Startup,E-commerce,94,6.4,Docker|SQL|React|C++|BERT,5,41600,130100,123200,Low,Lead,2026,3,0,1,0,3.68
12650,Data Scientist,Software Engineering,3.2,Bachelor's,Ho Chi Minh City,Vietnam,On-site,Enterprise,E-commerce,86.3,7.8,C++|BERT|Docker|FastAPI|React|CUDA|Java|AutoGen|Azure|SQL,10,35600,103200,94800,Medium,Lead,2026,10,0,0,1,30.06
12651,Data Analyst,IT Operations,7.7,PhD,New York,Germany,On-site,Startup,Healthcare,73.6,5.5,,0,67600,95000,59400,Top,Lead,2026,4,0,1,0,24.75
12652,Product Manager,Software Engineering,11,Bachelor's,San Francisco,China,Hybrid,Mid-size,Tech,87.7,2.7,FastAPI|PyTorch|Python|SQL|AWS|BERT,6,70600,140700,78400,Medium,Mid,2026,7,0,1,0,34.16
12653,Software Engineer,Software Engineering,8.4,High School,New York,UK,Hybrid,Enterprise,Tech,84.5,1.5,TensorFlow|BERT|Python|FastAPI|Azure,5,72700,-2600,61900,Medium,Junior,2026,11,1,1,1,23.82
12654,Software Engineer,Product Management,13.9,High School,Berlin,Germany,Fully Remote,Mid-size,Finance,95.7,3.8,PyTorch|Azure|Python|TensorFlow|C++|BERT,6,67000,134400,3667t7octqv1amf,Medium,Senior,2026,1,1,0,1,12.37
12655,Product Manager,Software Engineering,5.7,PhD,Singapore,USA,Fully Remote,Mid-size,Education,63.2,8.3,FastAPI|SQL|CUDA|BERT|Java|Python,6,,123300,67300,Top,Mid,2026,4,0,1,1,19.22
12656,Machine Learning Engineer,IT Operations,7,High School,Tokyo,China,Fully Remote,Big Tech (FAANG+),Tech,56,4.8,React|Python|PyTorch|AutoGen,4,52900,,94800,High,Junior,2026,1,1,0,0,0.68
12657,Product Manager,Software Engineering,1.3,Associate's,Singapore,UK,On-site,Big Tech (FAANG+),Healthcare,73.5,3.3,Azure|SQL|TensorFlow|C++|FastAPI,5,72200,,60600,Medium,Mid,2026,5,0,0,0,7.76
12658,DevOps Engineer,IT Operations,9.1,PhD,London,UK,Fully Remote,Enterprise,Education,68.1,1.2,React|Docker|Python|FastAPI,4,-400,58500,69100,Top,Mid,2026,12,0,1,1,39.3
12659,DevOps Engineer,Software Engineering,4.3,Associate's,New York,UK,Fully Remote,Startup,E-commerce,98.7,5.5,SQL|Azure|TensorFlow|Python|PyTorch,5,82500,104100,60200,Low,Lead,2026,12,0,1,0,46.58
12660,Data Scientist,IT Operations,2.4,High School,Beijing,Vietnam,Hybrid,Big Tech (FAANG+),Automotive,50.4,7.2,PyTorch|SQL|React,3,24900,60800,108800,Low,Junior,2026,2,1,0,1,18.26
12661,Software Engineer,Software Engineering,8.2,PhD,Beijing,Vietnam,Hybrid,Big Tech (FAANG+),Automotive,96.7,2.7,CUDA|Docker|Java|BERT,4,32200,145900,70500,Top,Mid,2026,9,1,0,1,46.37
12662,Machine Learning Engineer,Software Engineering,8,Associate's,Beijing,China,Fully Remote,Mid-size,Tech,97.8,5.8,FastAPI|C++|AutoGen|BERT|Python|AWS|Java|SQL,8,65300,1600,67000,Medium,Senior,2026,3,1,1,0,31.77
12663,Machine Learning Engineer,Data Science,1.1,High School,Ho Chi Minh City,USA,Fully Remote,Mid-size,Finance,52.5,4.8,CUDA|Airflow|AWS|Azure|BERT|Docker|Python|SQL|FastAPI,9,89000,35900,67600,High,Lead,2026,5,0,1,1,14.02
12664,Data Analyst,IT Operations,10.5,Master's,Tokyo,Singapore,On-site,Startup,Automotive,94.5,7.3,BERT|Airflow|CUDA|SQL,4,31300,52000,83200,Low,Senior,2026,12,0,0,1,29.99
12665,Data Analyst,IT Operations,9.4,Master's,Berlin,China,On-site,Big Tech (FAANG+),Finance,73.5,8.7,AWS|Docker|CUDA|React|C++|PyTorch|AutoGen|FastAPI|Airflow|TensorFlow,10,34300,34900,77200,High,,2026,8,1,1,0,40.41
12666,Product Manager,IT Operations,2.8,Bachelor's,Tokyo,USA,Hybrid,Big Tech (FAANG+),Automotive,88.3,3.8,Airflow,1,75100,87000,99100,Top,Mid,2026,8,1,0,0,39.29
12667,Machine Learning Engineer,AI Engineering,7,Master's,Ho Chi Minh City,Germany,Fully Remote,Startup,Finance,54,9.1,AWS|FastAPI|TensorFlow|BERT|AutoGen,5,53300,83200,65400,Low,Senior,2026,9,0,1,1,44.26
12668,Product Manager,Software Engineering,10.8,Associate's,Tokyo,Singapore,Fully Remote,Big Tech (FAANG+),Finance,97.8,7.4,Azure|Airflow|SQL|Python|TensorFlow|React|AWS,7,45000,,119300,Medium,Junior,2026,12,1,0,1,39.36
12669,Product Manager,IT Operations,7.9,Master's,Tokyo,UK,Fully Remote,Enterprise,E-commerce,80.4,1.3,Java|BERT|TensorFlow|CUDA|Azure|SQL|Python|React|Docker|AutoGen,10,54200,23600,56900,Low,Lead,2026,3,0,0,1,34.78
12670,Data Analyst,AI Engineering,5.9,PhD,Singapore,UK,Fully Remote,Enterprise,Healthcare,94.9,8.1,Airflow|FastAPI|Python,3,93700,78600,78000,Medium,Senior,2026,3,0,0,0,19.19
12671,Software Engineer,Data Science,4.8,PhD,Beijing,Vietnam,Fully Remote,Startup,Automotive,83.6,5.5,AutoGen|React|CUDA|Azure,4,65400,110400,86700,High,Junior,2026,4,0,1,1,8.99
12672,Product Manager,IT Operations,9.2,PhD,New York,Singapore,On-site,Mid-size,Education,76.8,9.5,AutoGen,1,57100,62700,74500,Low,Junior,2026,6,0,0,1,5.63
12673,AI Agent Developer,IT Operations,14.1,Master's,Beijing,Germany,On-site,Startup,Tech,58.6,3.9,,0,61600,33900,75400,Top,,2026,7,0,0,1,40.63
12674,Software Engineer,AI Engineering,10.1,Master's,Tokyo,Japan,Fully Remote,Enterprise,Healthcare,58.9,6.3,React|Docker|AWS|PyTorch|Azure,5,58300,128200,53000,Low,Mid,2026,12,1,1,0,38.34
12675,Machine Learning Engineer,Software Engineering,1.1,Bachelor's,New York,Germany,On-site,Big Tech (FAANG+),E-commerce,73.6,9.6,Azure|Docker|Python|AutoGen,4,68300,122800,91800,Medium,Junior,2026,12,0,1,0,44.72
12676,Machine Learning Engineer,Data Science,6.9,High School,Singapore,USA,On-site,Big Tech (FAANG+),E-commerce,93.5,3.4,BERT|AWS|Airflow|Azure,4,37200,15100,79000,High,Senior,2026,1,0,0,1,3.53
12677,Product Manager,IT Operations,13.4,Bachelor's,Berlin,Germany,Fully Remote,Mid-size,E-commerce,55.8,5.2,Python|TensorFlow|PyTorch|CUDA|Docker|Azure|React,7,48600,82800,75700,Top,Lead,2026,2,0,1,1,31.77
12678,Software Engineer,Software Engineering,1.4,Associate's,London,Singapore,On-site,Mid-size,Tech,99.9,7.8,CUDA|Java,2,,75400,jtkcn9n7kmgfvg8,Medium,Senior,2026,3,0,1,1,36.02
12679,Data Analyst,Data Science,14.8,PhD,New York,Singapore,Fully Remote,Enterprise,Automotive,93.8,7.2,Java|CUDA|Python,3,31500,172600,89200,Medium,Senior,2026,1,0,1,1,20.63
12680,Data Analyst,Product Management,14.2,Master's,Ho Chi Minh City,Vietnam,On-site,Mid-size,Automotive,69.6,8.5,FastAPI,1,28000,24400,90700,Top,,2026,3,1,1,1,26.57
12681,DevOps Engineer,Product Management,1.2,High School,Beijing,USA,Fully Remote,Startup,Finance,62.7,5.7,PyTorch|SQL|Docker|CUDA,4,,82000,6000,Top,Lead,2026,4,1,0,0,24.83
12682,Machine Learning Engineer,Data Science,14,High School,Singapore,China,Fully Remote,Enterprise,Finance,96.1,3.9,C++|PyTorch|Airflow|Docker|FastAPI|Python|CUDA|Java|BERT,9,64200,,91000,High,Mid,2026,11,1,1,1,21.75
12683,Data Scientist,AI Engineering,5.4,Master's,Singapore,USA,On-site,Big Tech (FAANG+),Education,56.2,5.8,Java|AWS|Python,3,,95200,69200,Medium,Senior,2026,6,1,0,0,14.53
12684,DevOps Engineer,Data Science,12.7,Bachelor's,Beijing,China,On-site,Big Tech (FAANG+),Finance,67.4,4.1,AutoGen|React|CUDA|Azure|Java|C++|Python,7,60100,,33500,Medium,Lead,2026,5,1,0,1,49.45
12685,Data Analyst,Data Science,6.3,High School,Tokyo,Japan,Hybrid,Big Tech (FAANG+),Tech,54.2,2.6,Java|BERT|Azure|CUDA,4,56400,20700,50800,High,Lead,2026,11,0,1,0,44.17
12686,Software Engineer,AI Engineering,6.6,Bachelor's,Tokyo,USA,Fully Remote,Mid-size,Healthcare,97.7,6,Airflow|SQL|Python|Azure|TensorFlow|AWS|Docker|PyTorch,8,45900,48500,44100,Low,Senior,2026,6,0,0,1,39.33
12687,Data Analyst,AI Engineering,9.5,Master's,Tokyo,UK,Fully Remote,Enterprise,Automotive,80.9,1.4,C++|CUDA|Airflow|Docker|TensorFlow|Java,6,70200,,53800,Top,Junior,2026,9,1,0,1,42.09
12688,Software Engineer,Software Engineering,11.6,Bachelor's,San Francisco,Japan,Fully Remote,Mid-size,Finance,66.8,1.3,CUDA|BERT,2,24500,119500,88400,High,Mid,2026,1,1,1,0,41.87
12689,DevOps Engineer,Software Engineering,0.5,PhD,Singapore,China,Fully Remote,Startup,Tech,63.8,1.6,C++|BERT|Docker|AutoGen|Java,5,56100,100200,89700,Top,Junior,2026,3,0,0,0,3.74
12690,Machine Learning Engineer,AI Engineering,8.9,Master's,Tokyo,Vietnam,On-site,Enterprise,Tech,72.2,7.1,SQL|FastAPI|Python|TensorFlow|Azure|Airflow|CUDA|C++|React|AWS,10,68500,124500,89500,High,Mid,2026,8,0,0,1,28.74
12691,Data Analyst,Product Management,2.8,Master's,Beijing,Japan,On-site,Mid-size,Education,54.6,4.7,,0,48300,86500,68600,High,Lead,2026,9,1,1,0,23.54
12692,Product Manager,Product Management,5.2,High School,San Francisco,Japan,Hybrid,Big Tech (FAANG+),Finance,94.5,5.4,Python|Java,2,58800,47600,140700,Medium,Lead,2026,11,1,1,1,9.94
12693,Software Engineer,Data Science,5.2,High School,New York,Japan,Fully Remote,Big Tech (FAANG+),Education,75.5,4.1,AWS|FastAPI|BERT|Docker|AutoGen,5,81700,122100,13600,Top,Junior,2026,2,1,1,0,13.06
12694,Machine Learning Engineer,IT Operations,7,High School,Berlin,China,Hybrid,Startup,E-commerce,86.3,3.3,BERT|TensorFlow|AutoGen|Azure|CUDA|PyTorch|React,7,45400,38800,49800,High,Mid,2026,10,0,0,1,7.07
12695,Data Scientist,Data Science,5,PhD,New York,China,Hybrid,Startup,E-commerce,61.7,4.2,TensorFlow|AWS|Python|Airflow,4,58400,61300,81300,Medium,Senior,2026,5,1,1,1,23.66
12696,Software Engineer,Data Science,1.6,PhD,Ho Chi Minh City,USA,Hybrid,Startup,E-commerce,75.2,2.7,BERT|FastAPI|Docker,3,70500,45300,58200,High,Junior,2026,3,1,0,0,12.82
12697,DevOps Engineer,IT Operations,2.2,Associate's,San Francisco,UK,Hybrid,Big Tech (FAANG+),Finance,60.6,7.1,Azure|Airflow|React,3,43600,107300,68100,Top,Mid,2026,10,0,0,0,10.63
12698,Data Scientist,AI Engineering,0.5,Master's,Beijing,Japan,Hybrid,Mid-size,Tech,90.8,1.9,Java|AWS|TensorFlow|React|BERT|AutoGen|FastAPI|PyTorch|CUDA|Azure,10,28400,,76100,High,Senior,2026,2,1,1,1,27.44
12699,Data Scientist,Product Management,7.1,High School,San Francisco,USA,On-site,Big Tech (FAANG+),Tech,88.8,5.7,Java|AutoGen|TensorFlow|FastAPI|React|Azure,6,,54500,67600,Medium,Senior,2026,12,0,0,1,10.63
12700,AI Agent Developer,Data Science,14.3,Master's,New York,USA,On-site,Big Tech (FAANG+),Automotive,57.4,5.3,TensorFlow|AutoGen|React|BERT|FastAPI|Airflow,6,52300,68300,40500,Medium,Mid,2026,11,0,0,1,29.48
12701,Data Analyst,IT Operations,1.7,Bachelor's,Beijing,UK,Hybrid,Big Tech (FAANG+),E-commerce,53.7,3.7,CUDA,1,49500,85900,95700,Low,Lead,2026,11,0,0,0,7.78
12702,Software Engineer,Software Engineering,14.2,PhD,Singapore,USA,On-site,Mid-size,Finance,91.2,1.9,Docker,1,,125300,95900,Top,Junior,2026,9,0,0,1,35.28
12703,Data Scientist,Data Science,11,Associate's,Ho Chi Minh City,UK,On-site,Big Tech (FAANG+),Automotive,55.5,7.3,Azure|TensorFlow|Python,3,26400,101100,114400,Low,Senior,2026,5,0,0,0,15.16
12704,AI Agent Developer,Product Management,9.6,Bachelor's,Singapore,Vietnam,Hybrid,Startup,Tech,77.4,6.1,React|BERT|Docker|Azure|PyTorch|AutoGen|AWS|Java|FastAPI|C++,10,45000,111400,27900,Medium,Lead,2026,9,0,1,0,38.17
12705,DevOps Engineer,AI Engineering,9.7,Master's,London,UK,On-site,Startup,Automotive,76.7,8.3,AWS,1,64300,117300,94200,Low,Mid,2026,12,1,1,1,39.83
12706,Machine Learning Engineer,Data Science,12.4,PhD,London,Germany,On-site,Startup,E-commerce,60.1,3.1,Airflow|BERT|Docker,3,49900,99100,kxwg5vrfffc5vhv,Top,Junior,2026,1,1,0,0,49.29
12707,Product Manager,Data Science,1.6,High School,London,UK,Fully Remote,Startup,Healthcare,79.6,8.1,SQL|React|CUDA|FastAPI|Java|TensorFlow|PyTorch|Docker,8,39700,108500,71900,Medium,Senior,2026,4,0,1,1,0.83
12708,Product Manager,IT Operations,7.6,Bachelor's,Beijing,UK,Hybrid,Big Tech (FAANG+),E-commerce,75.1,3.6,C++|React|Python|TensorFlow|CUDA|BERT|FastAPI|SQL|AWS,9,,94300,58700,Low,Lead,2026,1,0,0,1,40.49
12709,Software Engineer,Software Engineering,10.5,PhD,New York,Singapore,Fully Remote,Big Tech (FAANG+),E-commerce,75.5,2,AutoGen|React|Airflow|Azure|AWS|Python|C++|BERT,8,55400,158900,51100,Low,Mid,2026,5,1,0,0,24.09
12710,Data Scientist,Software Engineering,8.8,Master's,Beijing,Germany,Fully Remote,Big Tech (FAANG+),Finance,68,2.2,CUDA|PyTorch|BERT|C++|Airflow|Java|Docker,7,,121200,90500,Medium,Lead,2026,12,1,0,1,6.14
12711,Product Manager,AI Engineering,12.5,Master's,Singapore,UK,Hybrid,Startup,Healthcare,91.9,3,Azure,1,70500,173400,117000,High,Senior,2026,11,1,0,0,37.89
12712,Data Analyst,Product Management,1.1,Bachelor's,Berlin,China,Fully Remote,Mid-size,Education,54.2,7.1,Docker|TensorFlow|Python,3,,150700,124300,Medium,Junior,2026,5,1,0,1,3.29
12713,Product Manager,AI Engineering,10.4,Bachelor's,Singapore,Singapore,Fully Remote,Enterprise,Healthcare,71.9,3.2,SQL|React|BERT,3,,92100,100900,Low,Junior,2026,7,0,1,0,43.38
12714,Product Manager,Data Science,8,Bachelor's,New York,USA,On-site,Enterprise,Healthcare,63,6.4,Airflow|Azure|Docker,3,52300,92100,47100,Top,Senior,2026,7,1,1,0,31.62
12715,Product Manager,Data Science,5.7,Associate's,Singapore,USA,Fully Remote,Enterprise,Tech,92.4,3.3,Docker|Java|PyTorch|C++|Azure|React|AutoGen,7,17200,33700,71800,Low,Junior,2026,8,1,1,1,9.43
12716,AI Agent Developer,Software Engineering,5.1,High School,Singapore,Vietnam,Hybrid,Mid-size,Automotive,61.3,4.3,Azure,1,52400,55600,73600,Medium,Junior,2026,6,1,0,0,34.04
12717,Data Scientist,Product Management,9.3,PhD,Ho Chi Minh City,Vietnam,On-site,Big Tech (FAANG+),Tech,88.4,9,BERT|C++,2,29900,140400,88300,Low,Lead,2026,10,0,1,0,8.36
12718,Data Analyst,IT Operations,13.4,Master's,Tokyo,Germany,On-site,Enterprise,Education,80.6,5.5,,0,58200,138500,93400,Medium,Mid,2026,3,1,0,1,28.27
12719,Data Scientist,Product Management,7.4,Master's,London,China,On-site,Enterprise,Healthcare,93.7,6.4,PyTorch|SQL|CUDA|AWS|Python|BERT|C++,7,55600,,63400,Low,Senior,2026,9,0,0,0,0.25
12720,Software Engineer,Data Science,12.4,High School,New York,Vietnam,Hybrid,Big Tech (FAANG+),Finance,79.7,2.7,Docker|Airflow|PyTorch|AWS|C++|SQL|Azure|BERT|React,9,19500,152600,106300,Low,,2026,5,0,1,0,46.86
12721,Software Engineer,IT Operations,6,Bachelor's,San Francisco,USA,Hybrid,Enterprise,Education,77.8,2.2,AutoGen|Java,2,78800,147400,133800,High,Lead,2026,9,0,0,1,3.2
12722,Software Engineer,Product Management,1.5,Bachelor's,San Francisco,Vietnam,Hybrid,Big Tech (FAANG+),E-commerce,90.1,4.7,Airflow|PyTorch|FastAPI|Azure|SQL,5,37100,144700,84000,Medium,Lead,2026,5,0,0,0,37.49
12723,DevOps Engineer,Product Management,0.9,Master's,San Francisco,Vietnam,Fully Remote,Enterprise,E-commerce,78.1,8.7,Docker,1,13600,120500,60900,High,Mid,2026,3,0,1,0,35.25
12724,Product Manager,IT Operations,0.8,High School,San Francisco,UK,Fully Remote,Big Tech (FAANG+),Tech,92.2,3.2,Docker|C++|Python|TensorFlow|BERT|Java|Airflow|AWS|Azure|CUDA,10,75600,120300,101900,High,Junior,2026,7,1,0,0,32.58
12725,DevOps Engineer,Data Science,5.7,Master's,New York,Vietnam,On-site,Startup,Education,52.5,6.6,Airflow|SQL|React|FastAPI|Python|Java|AWS|AutoGen|CUDA,9,62200,92600,102800,Low,Senior,2026,9,0,0,0,1.96
12726,AI Agent Developer,Product Management,5.1,Bachelor's,London,Germany,On-site,Mid-size,Tech,74.8,8.8,Java|PyTorch|SQL|BERT|AutoGen|React|Azure|AWS,8,44900,74700,92400,Medium,Senior,2026,1,1,1,0,32.78
12727,Software Engineer,IT Operations,10.8,PhD,Singapore,USA,Hybrid,Enterprise,Finance,90.6,9.4,CUDA|Azure|Airflow|React|BERT,5,51000,145400,74900,Top,,2026,3,0,0,0,30.64
12728,Data Analyst,Data Science,11.1,Bachelor's,Ho Chi Minh City,Germany,Hybrid,Big Tech (FAANG+),E-commerce,92.4,9.9,,0,47700,89500,110100,Low,Lead,2026,7,1,0,0,31.63
12729,Data Scientist,IT Operations,0.8,PhD,Beijing,Singapore,Fully Remote,Startup,Tech,91.7,7.9,Python|Azure|CUDA|AutoGen|React|FastAPI|BERT,7,18300,-53700,51000,Medium,Lead,2026,9,0,0,0,26.91
12730,Product Manager,IT Operations,3.3,Associate's,Beijing,Germany,Fully Remote,Big Tech (FAANG+),Automotive,80.2,1.7,Airflow|AWS|AutoGen|PyTorch,4,22000,124800,73400,High,Junior,2026,4,1,1,0,16.52
